Run Time,Path Length,Heading Changes,Total Degrees (Degrees)
0.2939249926883152,108.24326172894811,12,100.84533511252091
0.018138448668325147,110.00609451262028,10,105.78688545858361
0.4931605660593412,113.96308746276091,14,108.87681440607103
0.0210664046858966,95.07232804158652,10,90.99913409546033
0.010288871724966953,101.98876526533735,9,98.05642908940092
0.013500178324886036,104.44566494911695,8,98.86757226799536
0.006553895322927161,87.85382946298918,6,84.07184138671889
0.01786713228059611,105.66478559290815,11,100.78744338494595
0.0067460777642374126,106.55210249815582,11,102.16478984887364
0.010481418838843126,99.7276338873034,10,95.42642204637852
0.06678175732791658,111.1374803740997,10,106.34275513191797
0.0160240771413811,121.51079920910318,12,115.96348495527043
0.004374247407000098,104.49865987869184,5,100.53116333495016
0.017475838619262163,101.76102796864555,9,96.42208387894784
0.06829259576119284,105.08678979902999,17,98.92843260656117
0.018612523001721115,89.84934290399916,11,84.35027213448548
0.006676060631917835,99.82324013439725,10,94.96266644036605
0.042440228343373576,90.3792496651667,6,86.00984024509026
0.006466738580101605,111.93186044144127,10,106.09105185924672
0.021859932185492426,84.35909514106079,9,80.04892607992575
0.010839891969396831,97.97865056966684,6,93.39142066491962
0.006726020773200503,116.74402147463178,7,110.56657709052887
0.004156537886203182,113.14835435707684,8,107.53182612279491
0.019954882710365496,108.30930203324094,10,102.99220694662044
0.016047780858045257,98.2294165156566,9,94.1073179002174
0.011701248565927358,95.24077514842169,7,91.01879825770365
0.026831877925118874,95.05831654064527,10,90.68669456239326
0.025753905825496304,107.9636292989495,12,103.19009686152214
0.02250430860634367,106.09790727106106,13,101.28103638028914
0.009499720296147984,101.86482095282297,12,96.7827014031133
0.035123073343683586,94.31794033355183,6,89.34904077153998
0.019812660410352123,110.48202348137471,12,104.73517235868113
0.015324635163324274,94.29337822650966,11,89.41472209360477
0.007016664806840822,91.22524531251246,5,87.25678295697107
0.007816027067462983,116.5608332023655,12,111.63427119651479
0.017940066793428855,108.6292104683592,8,103.42467332907405
0.009147811271759565,89.6448586283959,6,85.79436896926798
0.012937853230965857,102.3787619955159,10,97.18121874846797
0.026631672687386754,96.15942559321444,12,92.00289875427491
0.004128458098762167,77.7874704176492,4,73.69598892043558
0.015530310489509702,92.38248814432893,8,86.94057324451383
0.008218625578280125,91.91154011469268,6,87.33491655114032
0.01050658124577808,92.8313115881095,7,88.79437461104452
0.0041532558331311975,95.1726624763078,6,90.31715299754136
0.010753464571706672,99.07230561967349,11,94.34772740996969
0.010258968574731853,101.49427925075688,10,97.11226564400762
0.021646598735458156,94.7063306975677,10,89.5905952274367
0.008939218565018336,92.92096525522449,7,88.78519253336583
0.00945450089818678,110.40317943658948,10,105.9992793454192
0.02143800602877377,100.84986452868796,14,96.31908333357714
0.008559229753188902,109.77831515063578,9,104.41370821015816
0.008040665366962685,94.56869275948182,11,89.90947389526997
0.006830317126542695,112.87719309064207,7,107.85341921400213
0.011508336779485262,120.24783173477933,12,115.2280987074078
0.04330632568323267,102.0461206021678,10,97.514694706753
0.0038870448612726705,94.0793565018831,6,89.95581489159119
0.0040704751610576295,102.747852036798,10,98.34486052828886
0.006381769872660925,95.69614904889666,8,90.25296499879148
0.05450687881858585,111.91262558864416,12,106.66989599573677
0.020347270389407868,108.02430719114871,10,103.01895632608876
0.015179130810224706,99.79741518179426,7,95.36068211017103
0.021065675340764756,86.0386061680943,11,80.95377038198794
0.02524008218261997,75.28336969650219,5,70.9815283742341
0.006725656100655897,84.13369578131714,8,80.2420507313433
0.01634061292705269,71.41729761082911,8,67.46367467386165
0.00364125555304895,79.00039424752725,8,74.81342429340899
0.026568584333801937,101.32998201450735,11,95.9973722954869
0.007680368873593579,103.84026825717663,8,99.75553480415302
0.03624662951384039,120.2297973643703,13,114.35465599648064
0.024274429232747252,117.086427489474,12,112.7761610484265
0.023143579611314635,66.31956546538662,6,62.24612063223143
0.01992279152472065,100.991788185557,12,94.38966617594079
0.013770765367496551,102.31322237550691,10,97.9517051172649
0.011945214511342783,83.35005304970421,7,79.46329458371157
0.006773792879130269,98.36339898556379,6,93.74515652430715
0.021638575939050497,102.64853458490174,12,98.37010893952524
0.02012956086855411,70.09346360768306,9,65.40601431375481
0.011791687361835557,97.80944613860599,9,93.38108429746943
0.004553666308538595,85.67954776263605,5,80.88371855696181
0.008661702743722799,109.34397003774048,6,103.98573062981546
