Run_Time,Path_Length,Heading_Changes,Total_Degrees
0.058248055,99.97056275,48,96.95164339
0.056497991,99.97056275,48,96.95164339
0.068554431,99.97056275,48,96.95164339
0.053034696,99.97056275,48,96.95164339
0.053764405,99.97056275,48,96.95164339
0.053806707,99.97056275,48,96.95164339
0.05274004,99.97056275,48,96.95164339
0.053974822,99.97056275,48,96.95164339
0.049027309,99.97056275,48,96.95164339
0.04884789,99.97056275,48,96.95164339
0.047922351,99.97056275,48,96.95164339
0.04821263,99.97056275,48,96.95164339
0.048196949,99.97056275,48,96.95164339
0.048359958,99.97056275,48,96.95164339
0.048170328,99.97056275,48,96.95164339
0.048319115,99.97056275,48,96.95164339
0.04822977,99.97056275,48,96.95164339
0.048206796,99.97056275,48,96.95164339
0.048128756,99.97056275,48,96.95164339
0.0502785,99.97056275,48,96.95164339
0.048464254,99.97056275,48,96.95164339
0.048307445,99.97056275,48,96.95164339
0.047980699,99.97056275,48,96.95164339
0.051131105,99.97056275,48,96.95164339
0.048351935,99.97056275,48,96.95164339
0.048372722,99.97056275,48,96.95164339
0.048395331,99.97056275,48,96.95164339
0.048716973,99.97056275,48,96.95164339
0.048154283,99.97056275,48,96.95164339
0.047954807,99.97056275,48,96.95164339
0.048803035,99.97056275,48,96.95164339
0.048535001,99.97056275,48,96.95164339
0.048209348,99.97056275,48,96.95164339
0.048371992,99.97056275,48,96.95164339
0.047993827,99.97056275,48,96.95164339
0.048184186,99.97056275,48,96.95164339
0.04819622,99.97056275,48,96.95164339
0.051200028,99.97056275,48,96.95164339
0.048165952,99.97056275,48,96.95164339
0.048087183,99.97056275,48,96.95164339
0.048080619,99.97056275,48,96.95164339
0.048373451,99.97056275,48,96.95164339
0.047767,99.97056275,48,96.95164339
0.048442374,99.97056275,48,96.95164339
0.048334431,99.97056275,48,96.95164339
0.04850765,99.97056275,48,96.95164339
0.048096664,99.97056275,48,96.95164339
0.050241304,99.97056275,48,96.95164339
0.048215912,99.97056275,48,96.95164339
0.047885154,99.97056275,48,96.95164339
0.048258214,99.97056275,48,96.95164339
0.048068585,99.97056275,48,96.95164339
0.048287024,99.97056275,48,96.95164339
0.048397519,99.97056275,48,96.95164339
0.051076769,99.97056275,48,96.95164339
0.048367252,99.97056275,48,96.95164339
0.048212995,99.97056275,48,96.95164339
0.04783483,99.97056275,48,96.95164339
0.047780129,99.97056275,48,96.95164339
0.048593713,99.97056275,48,96.95164339
0.048380015,99.97056275,48,96.95164339
0.048440915,99.97056275,48,96.95164339
0.048199502,99.97056275,48,96.95164339
0.048155012,99.97056275,48,96.95164339
0.048384391,99.97056275,48,96.95164339
0.05075768,99.97056275,48,96.95164339
0.048439821,99.97056275,48,96.95164339
0.048279001,99.97056275,48,96.95164339
0.048401531,99.97056275,48,96.95164339
0.047796174,99.97056275,48,96.95164339
0.04804087,99.97056275,48,96.95164339
0.051059994,99.97056275,48,96.95164339
0.04840773,99.97056275,48,96.95164339
0.048284471,99.97056275,48,96.95164339
0.048102864,99.97056275,48,96.95164339
0.049570671,99.97056275,48,96.95164339
0.048190385,99.97056275,48,96.95164339
0.047987263,99.97056275,48,96.95164339
0.04816814,99.97056275,48,96.95164339
0.048065667,99.97056275,48,96.95164339
0.048355947,99.97056275,48,96.95164339
0.048014248,99.97056275,48,96.95164339
0.047849781,99.97056275,48,96.95164339
0.048361417,99.97056275,48,96.95164339
0.047740744,99.97056275,48,96.95164339
0.047737097,99.97056275,48,96.95164339
0.049297531,99.97056275,48,96.95164339
0.048376733,99.97056275,48,96.95164339
0.048097759,99.97056275,48,96.95164339
0.048497804,99.97056275,48,96.95164339
0.048858465,99.97056275,48,96.95164339
0.048105417,99.97056275,48,96.95164339
0.048256391,99.97056275,48,96.95164339
0.047831548,99.97056275,48,96.95164339
0.04795736,99.97056275,48,96.95164339
0.047850146,99.97056275,48,96.95164339
0.047963559,99.97056275,48,96.95164339
0.048348653,99.97056275,48,96.95164339
0.048125474,99.97056275,48,96.95164339
0.04856381,99.97056275,48,96.95164339
0.048091194,99.97056275,48,96.95164339
0.048254568,99.97056275,48,96.95164339
0.047882602,99.97056275,48,96.95164339
0.047721416,99.97056275,48,96.95164339
0.047796539,99.97056275,48,96.95164339
0.048414294,99.97056275,48,96.95164339
0.047724698,99.97056275,48,96.95164339
0.048411012,99.97056275,48,96.95164339
0.047746214,99.97056275,48,96.95164339
0.04782863,99.97056275,48,96.95164339
0.049513417,99.97056275,48,96.95164339
0.047872756,99.97056275,48,96.95164339
0.047900835,99.97056275,48,96.95164339
0.047746943,99.97056275,48,96.95164339
0.047653587,99.97056275,48,96.95164339
0.048120733,99.97056275,48,96.95164339
0.047401599,99.97056275,48,96.95164339
0.047611285,99.97056275,48,96.95164339
0.047606909,99.97056275,48,96.95164339
0.047437701,99.97056275,48,96.95164339
0.04801279,99.97056275,48,96.95164339
0.047320641,99.97056275,48,96.95164339
0.047842852,99.97056275,48,96.95164339
0.047522305,99.97056275,48,96.95164339
0.047649576,99.97056275,48,96.95164339
0.047839935,99.97056275,48,96.95164339
0.047664163,99.97056275,48,96.95164339
0.050996176,99.97056275,48,96.95164339
0.047568983,99.97056275,48,96.95164339
0.047620402,99.97056275,48,96.95164339
0.048383297,99.97056275,48,96.95164339
0.047686043,99.97056275,48,96.95164339
0.049825577,99.97056275,48,96.95164339
0.047883696,99.97056275,48,96.95164339
0.047861815,99.97056275,48,96.95164339
0.047558043,99.97056275,48,96.95164339
0.047697713,99.97056275,48,96.95164339
0.047678385,99.97056275,48,96.95164339
0.047512824,99.97056275,48,96.95164339
0.047497507,99.97056275,48,96.95164339
0.047875673,99.97056275,48,96.95164339
0.047709018,99.97056275,48,96.95164339
0.04795736,99.97056275,48,96.95164339
0.047810397,99.97056275,48,96.95164339
0.047571901,99.97056275,48,96.95164339
0.047616026,99.97056275,48,96.95164339
0.047512824,99.97056275,48,96.95164339
0.047780493,99.97056275,48,96.95164339
0.047750226,99.97056275,48,96.95164339
0.047636448,99.97056275,48,96.95164339
0.047715946,99.97056275,48,96.95164339
0.047621131,99.97056275,48,96.95164339
0.047951889,99.97056275,48,96.95164339
0.063727989,99.97056275,48,96.95164339
0.047508812,99.97056275,48,96.95164339
0.048366522,99.97056275,48,96.95164339
0.056905695,99.97056275,48,96.95164339
0.069131707,99.97056275,48,96.95164339
0.074511357,99.97056275,48,96.95164339
0.061451338,99.97056275,48,96.95164339
0.060265788,99.97056275,48,96.95164339
0.059433605,99.97056275,48,96.95164339
0.059459862,99.97056275,48,96.95164339
0.059248716,99.97056275,48,96.95164339
0.05883226,99.97056275,48,96.95164339
0.059646209,99.97056275,48,96.95164339
0.059718414,99.97056275,48,96.95164339
0.059149525,99.97056275,48,96.95164339
0.059713309,99.97056275,48,96.95164339
0.057398732,99.97056275,48,96.95164339
0.05852557,99.97056275,48,96.95164339
0.060133412,99.97056275,48,96.95164339
0.060575395,99.97056275,48,96.95164339
0.053233442,99.97056275,48,96.95164339
0.052909248,99.97056275,48,96.95164339
0.0538202,99.97056275,48,96.95164339
0.054972566,99.97056275,48,96.95164339
0.052810422,99.97056275,48,96.95164339
0.052828656,99.97056275,48,96.95164339
0.055922538,99.97056275,48,96.95164339
0.053394992,99.97056275,48,96.95164339
0.053690012,99.97056275,48,96.95164339
0.054861341,99.97056275,48,96.95164339
0.055820065,99.97056275,48,96.95164339
0.05442738,99.97056275,48,96.95164339
0.053376759,99.97056275,48,96.95164339
0.053213021,99.97056275,48,96.95164339
0.052965408,99.97056275,48,96.95164339
0.054902549,99.97056275,48,96.95164339
0.053400098,99.97056275,48,96.95164339
0.052602194,99.97056275,48,96.95164339
0.052914354,99.97056275,48,96.95164339
0.052775049,99.97056275,48,96.95164339
0.055042947,99.97056275,48,96.95164339
0.054927346,99.97056275,48,96.95164339
0.051390022,99.97056275,48,96.95164339
0.055056805,99.97056275,48,96.95164339
0.054523654,99.97056275,48,96.95164339
0.051000187,99.97056275,48,96.95164339
0.053207186,99.97056275,48,96.95164339
0.053125864,99.97056275,48,96.95164339
0.053977739,99.97056275,48,96.95164339
0.055834287,99.97056275,48,96.95164339
0.054342776,99.97056275,48,96.95164339
0.053420155,99.97056275,48,96.95164339
0.053738149,99.97056275,48,96.95164339
0.053482514,99.97056275,48,96.95164339
0.054829979,99.97056275,48,96.95164339
0.053602126,99.97056275,48,96.95164339
0.053128781,99.97056275,48,96.95164339
0.053880736,99.97056275,48,96.95164339
0.052871322,99.97056275,48,96.95164339
0.054170286,99.97056275,48,96.95164339
0.053333363,99.97056275,48,96.95164339
0.055037842,99.97056275,48,96.95164339
0.055048053,99.97056275,48,96.95164339
0.055209603,99.97056275,48,96.95164339
0.05462795,99.97056275,48,96.95164339
0.052869864,99.97056275,48,96.95164339
0.053357431,99.97056275,48,96.95164339
