Run Time,Path Length,Heading Changes,Total Degrees (Degrees)
0.07872952454720428,100.84063847108055,48,95.53477104258972
0.06918750223361947,100.84063847108055,48,95.53477104258972
0.06750271498724025,100.84063847108055,48,95.53477104258972
0.06380639387700171,100.84063847108055,48,95.53477104258972
0.0785632338579525,100.84063847108055,48,95.53477104258972
0.06610857177448892,100.84063847108055,48,95.53477104258972
0.06905512609283093,100.84063847108055,48,95.53477104258972
0.06384687253162014,100.84063847108055,48,95.53477104258972
0.05918234576355985,100.84063847108055,48,95.53477104258972
0.05971148565414808,100.84063847108055,48,95.53477104258972
0.0611329793092068,100.84063847108055,48,95.53477104258972
0.05907440268457265,100.84063847108055,48,95.53477104258972
0.058232738406509554,100.84063847108055,48,95.53477104258972
0.05852994654629384,100.84063847108055,48,95.53477104258972
0.05848545649347159,100.84063847108055,48,95.53477104258972
0.05839647638781287,100.84063847108055,48,95.53477104258972
0.05830421422908216,100.84063847108055,48,95.53477104258972
0.06002619807701137,100.84063847108055,48,95.53477104258972
0.058445342511404874,100.84063847108055,48,95.53477104258972
0.058281604530108666,100.84063847108055,48,95.53477104258972
0.058395747042695234,100.84063847108055,48,95.53477104258972
0.05830202619370084,100.84063847108055,48,95.53477104258972
0.05843184962654391,100.84063847108055,48,95.53477104258972
0.05846394081217454,100.84063847108055,48,95.53477104258972
0.05866852212066931,100.84063847108055,48,95.53477104258972
0.05882715468608524,100.84063847108055,48,95.53477104258972
0.058369490618062514,100.84063847108055,48,95.53477104258972
0.05859485826272248,100.84063847108055,48,95.53477104258972
0.0582232569198311,100.84063847108055,48,95.53477104258972
0.05822580962779966,100.84063847108055,48,95.53477104258972
0.05929357089561904,100.84063847108055,48,95.53477104258972
0.05919547397587621,100.84063847108055,48,95.53477104258972
0.05775392332978413,100.84063847108055,48,95.53477104258972
0.05830749628216836,100.84063847108055,48,95.53477104258972
0.0583727726711345,100.84063847108055,48,95.53477104258972
0.06124019304306216,100.84063847108055,48,95.53477104258972
0.058527758510905414,100.84063847108055,48,95.53477104258972
0.05847451631652234,100.84063847108055,48,95.53477104258972
0.05795777529314705,100.84063847108055,48,95.53477104258972
0.05802852177060913,100.84063847108055,48,95.53477104258972
0.058076293876496266,100.84063847108055,48,95.53477104258972
0.05843476700707129,100.84063847108055,48,95.53477104258972
0.05781117692234261,100.84063847108055,48,95.53477104258972
0.05851645366141156,100.84063847108055,48,95.53477104258972
0.058417627396522676,100.84063847108055,48,95.53477104258972
0.05954118356669369,100.84063847108055,48,95.53477104258972
0.05831406038831233,100.84063847108055,48,95.53477104258972
0.05864882980219477,100.84063847108055,48,95.53477104258972
0.0584351316796301,100.84063847108055,48,95.53477104258972
0.05793844764724554,100.84063847108055,48,95.53477104258972
0.05851390095347142,100.84063847108055,48,95.53477104258972
0.05866669875786101,100.84063847108055,48,95.53477104258972
0.06195750397677102,100.84063847108055,48,95.53477104258972
0.05921516629433654,100.84063847108055,48,95.53477104258972
0.058484727148339744,100.84063847108055,48,95.53477104258972
0.058523747112701585,100.84063847108055,48,95.53477104258972
0.058316977768839706,100.84063847108055,48,95.53477104258972
0.057910367859818734,100.84063847108055,48,95.53477104258972
0.05834651624655862,100.84063847108055,48,95.53477104258972
0.05870790675760418,100.84063847108055,48,95.53477104258972
0.058496396670420836,100.84063847108055,48,95.53477104258972
0.05858574144860995,100.84063847108055,48,95.53477104258972
