RT,PL,HC,DEG
0.002016639,87.14676636,3,86.17091243
0.002689095,81.91496873,3,81.01723445
0.007107466,91.42809743,4,90.40643654
0.015309678,95.48025036,5,93.80414379
0.010571489,85.8629477,4,85.0048611
0.01843018,114.539552,8,112.2900336
0.075509074,99.4404078,11,97.12541643
0.018894043,109.9864492,9,108.4309138
0.060456125,112.4037969,9,109.4361248
0.041729466,74.16954077,6,71.33955518
0.106425273,57.93457082,6,55.72293
0.011599501,101.1978303,7,99.0451748
0.004557676,89.75962823,5,88.76421465
0.024578193,111.1925531,8,108.4621195
0.012826623,93.81656044,5,91.10375479
0.017872231,79.80843677,4,78.53108597
0.0059004,67.58693589,4,66.39141823
0.04825455,84.7681902,3,83.90968236
0.007757677,92.18692434,5,90.82903423
0.011981677,92.26618401,6,90.6866345
0.007131899,100.5380968,7,99.08984674
0.025845794,101.7905206,5,99.42868432
0.008942862,101.7475731,6,99.1822415
0.02908445,92.78273039,5,91.4336634
0.009983272,115.0039936,11,111.2030085
0.025393235,95.67636004,7,93.12452941
0.01751157,68.44153294,3,67.15348529
0.017182271,81.26842136,5,79.69862445
0.007836081,109.9811748,9,107.9808097
0.012715034,104.3250963,5,101.8969324
0.089668939,100.2985805,7,98.19600775
0.040471711,116.0670007,10,113.2176132
0.018586989,48.0416486,1,47.14560579
0.023240209,107.6342711,7,104.2474622
0.00753632,108.6261059,8,106.0708542
0.074462828,114.4677671,12,110.61004
0.006771967,85.52148478,7,84.31625472
0.005733015,108.6767389,6,106.1051246
0.011018578,116.7656997,8,111.3393433
0.009206885,100.1819929,7,97.31651966
0.003032251,100.4133735,3,97.73689421
0.021462796,82.95781647,9,81.80313935
0.016417188,94.9965942,7,93.44954842
0.034224143,59.02847144,4,57.63207345
0.005391682,80.93908164,6,79.95701369
0.010907717,94.59589286,7,93.01858451
0.003603693,80.82656195,4,79.61599348
0.005631636,96.16376367,6,94.61262171
0.005052537,74.77380575,4,73.02743226
0.004254269,97.42780078,5,95.49222944
0.009436264,75.35531405,6,73.82232797
0.012371877,103.4373813,7,99.21218566
0.008069107,99.22198849,6,97.33376193
0.00275583,77.88564315,3,76.4995241
0.01175558,66.433211,3,65.32856566
0.012158179,72.51054413,4,71.40930438
0.024710569,82.50591404,3,81.62610324
0.007947306,97.78800118,8,96.02634123
0.240845719,107.1876797,11,104.4961865
0.009399067,72.84081378,4,71.23451565
0.357097091,111.3307287,9,108.0130044
0.005779693,57.68529936,2,56.5663922
0.011156788,110.211213,7,108.201927
0.014986943,78.84306514,5,77.55154149
0.002362713,90.08726822,3,87.89077816
0.015483262,61.72488272,3,60.50601178
0.111317718,92.80770717,2,91.27167329
0.062038439,99.04530034,12,95.45527094
0.020593052,129.8353211,7,125.9572603
0.08769825,120.7075011,16,117.6480175
0.034501659,96.40304497,7,94.78808227
0.004651762,108.541026,4,106.2802104
0.032076222,123.3451863,11,120.7171591
0.001699738,95.99463844,3,93.03313531
0.001884992,101.7493229,3,99.98972407
0.0152021,78.44093931,6,76.96224593
0.02391303,125.8802928,8,119.8650845
0.022695389,48.0416486,1,47.14560579
0.085765121,99.12436127,10,96.92701363
0.008980423,93.03144382,4,91.61375744
0.039030161,85.62798399,6,83.53070492
0.019885952,97.30202224,5,94.5434535
0.014630658,92.48623173,7,89.53159014
0.009749517,92.08156945,7,90.72828048
0.010042349,106.4510428,6,103.5695332
0.08415181,67.45437661,8,64.92338074
0.035865898,99.35032863,10,96.82533622
0.154845749,58.57827966,7,56.73795321
0.0316842,81.75057653,4,80.13655061
0.011964173,115.6907795,9,112.9760852
0.018516972,56.10390635,2,54.95435982
0.015713735,111.5523461,11,108.7626815
0.003439955,113.8073253,5,111.597946
0.105981831,76.30719478,8,74.08612271
0.00272155,48.0416486,1,47.14560579
0.010906258,107.4323838,7,104.4919942
0.072847694,80.86373234,3,79.55594079
0.013081894,48.0416486,1,47.14560579
0.005430702,84.49710086,2,83.44156581
0.003561391,48.0416486,1,47.14560579
0.013877609,60.33175243,3,59.11709294
0.020515377,54.36620392,2,53.3093199
0.161916747,112.243654,14,109.5386343
0.005082804,83.23888965,5,82.30747048
0.020630249,103.3042478,6,100.529275
0.030799869,105.5443622,5,103.9161041
0.014339649,64.68673228,4,63.30156873
0.01323141,106.4389102,8,104.4941747
0.015141564,104.5033822,7,102.2474649
0.194356548,94.67432678,6,92.68588984
0.004568616,71.25221532,4,69.85015155
0.033797476,100.3048673,6,98.68122267
0.010459535,48.0416486,1,47.14560579
0.009848344,108.1870603,8,105.2182851
0.004376434,48.0416486,1,47.14560579
0.036099653,86.1643765,4,84.83705647
0.037237431,51.69193014,3,50.55721991
0.012387922,89.56835587,6,88.50109268
0.006280753,94.2706996,5,92.85149301
0.009160207,88.84588714,5,85.44398089
0.017029838,105.526237,8,102.7691422
0.040086252,62.68542363,5,60.65840566
0.012276697,90.48301424,5,89.29168275
0.006903249,48.0416486,1,47.14560579
0.050116932,92.76622271,10,90.36471289
0.004379716,100.7402748,4,99.40015294
0.006526543,84.18925807,4,83.23685246
0.005669927,87.81647283,5,86.75941091
0.007391546,86.03308683,5,85.08474961
0.007403944,94.08389391,4,92.86959894
0.003111385,48.0416486,1,47.14560579
0.107616658,99.01994558,11,96.91027016
0.004700628,69.45805646,6,67.91375033
0.011392002,74.49788122,4,72.91855058
0.008818509,98.62904931,8,95.6346968
0.002962234,48.0416486,1,47.14560579
0.063332661,106.7025728,10,104.0085733
0.122611988,105.5322752,14,103.4915814
0.052330859,92.21346407,6,90.6727988
0.005231591,48.0416486,1,47.14560579
0.024567252,106.4504782,10,104.1072005
0.060648307,100.4190847,8,97.84007282
0.015187513,116.1281871,10,113.2378892
0.019005633,95.9247026,8,94.54509694
0.020180243,69.40256458,5,68.27435171
0.018007889,114.345464,10,111.4414972
0.007343773,105.2727871,6,103.8485814
0.069923386,55.45265142,3,54.24510659
0.024856802,92.49297211,8,89.20241864
0.01152219,113.224896,6,109.9659067
0.003730599,90.65695652,5,89.45352543
0.024479731,102.0303557,10,100.5227623
0.051705081,66.53286342,5,64.8856846
0.004179146,79.22151494,3,77.88832679
0.073709415,74.72708716,4,73.38244002
0.005664457,105.0583432,5,102.0838614
0.005814337,102.2012657,4,99.70911356
0.268681166,123.8511138,11,120.6516909
0.009403079,48.0416486,1,47.14560579
0.008666805,65.88411591,5,63.59037154
0.004139761,59.3553571,3,57.73177935
0.015864709,115.1349284,11,111.3386557
0.004387009,74.19504226,2,73.01354881
0.010215933,79.08383733,7,77.77973414
0.026676153,126.3004413,8,123.0312159
0.028583754,76.34964581,4,74.67520983
0.011925518,70.22271441,5,68.83104909
0.041938424,78.10473876,3,77.04024996
0.005627625,48.0416486,1,47.14560579
0.005834394,88.97689145,3,88.06312904
0.005011693,116.6623203,5,114.4366381
0.012375159,84.5448773,3,83.23732127
0.12916661,86.09815329,8,83.81710239
0.007929437,98.15839398,3,95.11053967
0.072626703,104.6875003,10,102.8472319
0.004412536,64.5340711,3,63.29752064
0.011309221,101.0482597,8,99.34572334
0.011758498,68.87728007,5,67.45722515
0.007195352,99.83304652,3,97.87817079
0.011228994,108.614117,6,105.8688226
0.058311122,100.6375474,11,97.99170099
0.013084082,48.0416486,1,47.14560579
0.004846497,110.7936074,5,108.215205
0.149433281,133.776642,15,130.3109662
0.006065597,91.7866207,4,89.41833395
0.009550406,48.0416486,1,47.14560579
0.005462428,88.87857097,3,87.83714718
0.191836297,135.5077681,9,132.1803752
0.007267192,89.32613568,3,88.12619096
0.007350702,114.3231312,11,111.6806274
0.018291604,54.74985253,2,53.60766493
0.032257465,110.2425271,9,105.4605786
0.007951318,88.4981511,4,86.76228522
0.007674531,101.4116018,6,99.45061424
0.008799181,104.949807,7,102.7467288
0.011303022,71.82729539,6,70.27792857
0.004568252,77.20602963,4,75.74874048
0.009733107,48.0416486,1,47.14560579
0.043401125,99.68890023,9,97.7767268
0.116594893,68.78240621,11,66.53528978
0.014038065,93.30105415,4,91.87217578
0.10591692,107.4733124,10,103.8996807
0.015100721,98.43395425,6,96.44335158
0.058456991,97.0082719,10,95.35037699
0.004159089,85.43645292,4,83.45738189
0.047846846,123.6517462,11,120.0574527
0.004311522,96.82281041,6,95.24508045
0.017007593,98.30324291,5,96.69198155
0.003590565,100.3941299,4,98.70614073
0.087556027,79.25859008,11,77.12734843
0.017170601,89.7256298,6,87.96118143
0.0043644,98.77023979,6,97.02676747
0.012956447,69.86610399,5,68.38830151
0.005893471,92.20695555,8,90.33442595
0.003482986,100.9377428,3,99.03290372
0.012961188,99.22692954,7,97.47980018
0.029332062,55.0416486,2,53.81421118
0.008425757,110.7209287,6,107.2684752
0.041260862,69.0416486,3,67.85985048
0.059420455,74.18009395,8,71.99606668
0.016077678,117.4200879,7,114.5900898
0.017724174,112.0981754,10,108.4305616
0.083964369,73.60156835,8,71.54846462
0.108903587,108.6387753,7,105.9654329
0.261979581,94.96197862,12,92.30786288
0.030943185,117.7698376,10,113.6243517
0.017627536,67.81588828,6,65.83968767
0.00458685,85.40848458,3,84.41047
0.007764605,87.45427686,3,86.35031222
0.021756722,77.47474093,5,74.85981194
0.005112707,90.25267348,6,87.66286282
0.063399761,114.986188,7,112.012195
0.027869361,68.15919145,5,66.66370948
0.011747558,118.3259612,8,115.5360071
0.010235261,73.64218859,4,72.13299848
0.050561833,91.65357357,2,90.26360882
0.007176024,97.1468008,5,95.38330798
0.009064663,48.0416486,1,47.14560579
0.010152845,60.92743701,4,59.66979183
0.024412631,59.19703431,3,57.9769497
0.011882486,116.8368588,6,114.3741056
0.104690526,103.5388753,13,99.8617995
0.009845426,83.30540641,7,82.17161576
0.015140835,104.6455348,6,102.1266664
0.005591158,108.3084327,5,105.6725983
0.018596106,99.02615575,6,97.75284402
0.019252881,102.7484831,9,101.0670055
0.004488388,80.3371409,4,78.9487382
0.013446202,73.89437641,5,72.10367268
0.021754534,95.50177694,5,93.51662161
0.014826122,106.8032396,8,104.1561651
0.058833333,97.95348263,12,95.82644116
0.010117472,48.0416486,1,47.14560579
0.002397721,84.15258877,2,83.2878741
0.065045163,120.7696354,11,117.476837
0.008722965,91.84693128,6,90.04711513
0.033099129,98.65939318,7,96.60520675
0.007121688,90.29256545,5,89.40679066
0.027204199,82.2034756,8,80.35928083
0.019634328,86.41191833,5,85.1316722
0.07023664,100.6892198,9,98.88853348
0.006747899,48.0416486,1,47.14560579
0.029232507,104.1136609,9,102.031196
0.02076846,80.40304338,8,78.19194017
0.011284059,78.67819856,6,76.85354678
0.043532771,80.62704065,4,79.06333327
0.002906439,101.1193983,5,99.50919226
0.00549452,94.72329276,3,93.3852852
0.006700127,48.0416486,1,47.14560579
0.004746576,87.91227972,3,86.84046351
0.007552366,98.04500579,6,96.87496182
0.096576929,72.72720632,6,70.35108096
0.006643238,48.0416486,1,47.14560579
0.010220674,105.1338976,8,102.3428057
0.133809255,104.0363982,10,101.3542497
0.022001052,109.1258092,7,107.5445688
0.004121163,93.48391967,2,91.93258078
0.016948881,91.30947913,6,89.77847009
0.013169051,96.92374412,8,95.46795885
0.014798043,106.0701889,8,103.4928653
0.066664673,107.7349532,10,105.3896199
0.02356258,86.3116287,6,83.46020995
0.015378601,48.0416486,1,47.14560579
0.008601893,91.89161568,5,89.73321304
0.01624251,108.933621,8,106.7098729
0.017996584,141.417787,9,134.8370862
0.006976184,95.54996397,6,94.30813933
0.023770443,72.39063328,7,70.24179458
0.168740133,98.98046887,5,96.35948789
0.05607568,132.4735394,15,127.4484191
0.043505056,108.8625396,12,106.1492854
0.051326186,114.049004,8,111.1674024
0.409083334,57.52035726,6,55.33538774
0.003672616,62.49848089,2,61.3541644
0.014259786,116.7795867,7,113.4897658
0.005568548,63.69289558,3,62.30944034
0.014363353,106.2010403,5,104.3021957
0.044155632,89.21802123,11,86.5139768
0.043945216,55.93457082,4,54.56958469
0.027220974,48.0416486,1,47.14560579
0.022038249,48.0416486,1,47.14560579
0.012755877,113.491793,8,110.5365236
0.004636081,76.29193937,4,75.12833342
0.011859512,112.2547253,9,110.5641866
0.053468272,93.13044987,2,91.69052828
0.002638405,106.7986439,4,104.5295346
0.02430323,59.67489818,3,58.37644238
0.006185938,86.90958276,4,85.63476758
0.011805176,90.88777297,5,88.40455116
0.032873396,103.3719191,8,101.3614176
0.003356445,74.87007572,4,73.21133579
0.026315127,115.5059953,7,110.979644
