RT,PL,HC,DEG,,RT,PL,HC,DEG,,RT,PL,HC,DEG,,RT,PL,HC,DEG,,,RT-CPU,PL-CPU,HC-CPU,DEG-CPU,,RT-GPU,PL-GPU,HC-GPU,DEG-GPU
0.056063322,95.9501128,10,91.91944979,,0.039199369,59.6141062,6,55.63986568,,0.468191943,-0.062165055,0.348491525,-0.015914794,,0.194114684,-1.825441918,-0.851369093,-1.839820887,,,,,,,,,,,
0.023551657,95.56182523,8,91.32830438,,0.022270545,84.48092778,6,78.82840354,,-0.160402738,-0.087984653,-0.426795516,-0.056500421,,-0.150630423,-0.441012803,-0.851369093,-0.512371813,,,,,,,,,,,
0.016288835,109.0827427,9,103.3962941,,0.015060971,98.79783908,10,94.57259929,,-0.3008253,0.811103235,-0.039151996,0.77203842,,-0.297448971,0.356063284,0.619679016,0.388919084,,,,,,,,,,,
0.038218428,103.2234556,7,98.28919015,,0.015630225,96.51063969,11,91.60426388,,0.123170996,0.421483664,-0.814439036,0.42140554,,-0.285856463,0.228726325,0.987441043,0.218994006,,,,,,,,,,,
0.018952769,107.3724787,10,102.8357875,,0.007192799,64.44029597,5,59.97142761,,-0.24931964,0.697377399,0.348491525,0.733556328,,-0.457679463,-1.556749854,-1.21913112,-1.59185666,,,,,,,,,,,
0.032359961,84.76071144,6,80.96365891,,0.095753499,101.7400323,12,96.76117693,,0.009900845,-0.806216283,-1.202082556,-0.768094609,,1.345804818,0.519866202,1.355203071,0.514206214,,,,,,,,,,,
0.0431798,127.6768111,10,122.7219213,,0.01452235,81.30116969,10,74.85206922,,0.219096321,2.047535728,0.348491525,2.098856982,,-0.308417657,-0.618041848,0.619679016,-0.74000071,,,,,,,,,,,
0.048577321,65.08755327,7,60.36289081,,0.028658148,79.81617885,7,75.96278516,,0.323454342,-2.114404006,-0.814439036,-2.182459132,,-0.02055081,-0.700716852,-0.483607066,-0.67641676,,,,,,,,,,,
0.012984536,98.71007629,6,94.26502379,,0.045874333,78.00825085,10,74.1249805,,-0.364712055,0.121361673,-1.202082556,0.145122729,,0.330046227,-0.801370976,0.619679016,-0.78162357,,,,,,,,,,,
0.056654092,116.0144524,10,109.8952132,,0.016379992,62.92296609,6,58.23669794,,0.479614147,1.272034695,0.348491525,1.218227638,,-0.270587918,-1.641225292,-0.851369093,-1.691162847,,,,,,,,,,,
0.013852457,86.96961345,8,82.99686702,,0.018642784,99.64610232,12,94.94919311,,-0.347931293,-0.659332978,-0.426795516,-0.628502852,,-0.224507548,0.403289276,1.355203071,0.410477542,,,,,,,,,,,
0.031624781,72.11198263,9,67.34616251,,0.00627346,105.6198203,10,100.4184284,,-0.004313445,-1.647307052,-0.039151996,-1.703016244,,-0.476401237,0.735868535,0.619679016,0.723568922,,,,,,,,,,,
0.018599766,95.47990057,6,91.11664977,,0.038078001,56.18670051,6,52.34250696,,-0.256144754,-0.093432321,-1.202082556,-0.071031761,,0.171278713,-2.016258433,-0.851369093,-2.028581205,,,,,,,,,,,
0.021986482,83.50848174,10,79.70004444,,0.008749586,97.70791206,9,93.26197069,,-0.190664513,-0.889484638,0.348491525,-0.854849213,,-0.425976452,0.295382963,0.251916989,0.31389095,,,,,,,,,,,
0.035882335,91.97811693,10,87.44001417,,0.007932719,94.61524783,9,90.23778279,,0.078003957,-0.326287175,0.348491525,-0.323454532,,-0.442611446,0.12320276,0.251916989,0.140768545,,,,,,,,,,,
0.063539477,84.38026743,11,80.14881819,,0.026642968,108.1727114,14,102.9984292,,0.612739178,-0.831514315,0.736135045,-0.824038242,,-0.061588713,0.877997546,2.090727125,0.871263429,,,,,,,,,,,
0.022499211,120.2359645,12,113.2653074,,0.03430036,86.13759851,10,81.25456703,,-0.180751187,1.552748664,1.123778565,1.449604529,,0.094349373,-0.348779738,0.619679016,-0.373483863,,,,,,,,,,,
0.278898761,94.97006332,11,90.20588658,,0.021326408,84.19621127,9,80.11858566,,4.776589307,-0.127334495,0.736135045,-0.133561039,,-0.169857193,-0.456864038,0.251916989,-0.438514156,,,,,,,,,,,
0.013634018,105.8234109,8,101.3659799,,0.0185301,109.0130395,11,103.392919,,-0.352154687,0.594370476,-0.426795516,0.632645347,,-0.226802289,0.92478176,0.987441043,0.893846359,,,,,,,,,,,
0.008215711,89.99007609,9,85.44871502,,0.034549066,88.77930875,10,84.87145633,,-0.456914593,-0.45848408,-0.039151996,-0.460168991,,0.099414118,-0.201705832,0.619679016,-0.166431725,,,,,,,,,,,
0.01715311,105.8931803,9,100.4352652,,0.032005476,71.89580238,8,67.36569117,,-0.284115031,0.599009867,-0.039151996,0.56874628,,0.04761547,-1.141673882,-0.115845039,-1.168565274,,,,,,,,,,,
0.017455788,80.49073112,8,75.94227184,,0.013625985,117.1186164,10,112.822919,,-0.278262923,-1.090153197,-0.426795516,-1.112842518,,-0.32667158,1.376049591,0.619679016,1.43367534,,,,,,,,,,,
0.427736276,107.4673574,6,102.0054661,,0.016756334,80.12278512,8,76.06221396,,7.654278602,0.703686459,-1.202082556,0.676549855,,-0.262923944,-0.683646932,-0.115845039,-0.670724867,,,,,,,,,,,
0.011603156,100.1488383,8,95.63321473,,0.020705007,82.63465236,11,78.7069222,,-0.391420257,0.217033694,-0.426795516,0.239057125,,-0.182511643,-0.543801873,0.987441043,-0.519326123,,,,,,,,,,,
0.013360878,58.27450583,5,54.06816863,,0.053283383,102.6340088,9,97.32628364,,-0.357435695,-2.567444892,-1.589726076,-2.614629025,,0.480926982,0.569637223,0.251916989,0.546556265,,,,,,,,,,,
0.082726001,91.93242373,14,87.51125166,,0.022106807,111.8775584,12,105.6175,,0.983699784,-0.329325593,1.899065605,-0.318563657,,-0.153964847,1.084260258,1.355203071,1.021194534,,,,,,,,,,,
0.013500183,92.19140767,6,88.17311191,,0.032212975,79.26235801,8,75.25556103,,-0.354742311,-0.312104179,-1.202082556,-0.273123038,,0.051841059,-0.731550133,-0.115845039,-0.716902452,,,,,,,,,,,
0.026659033,119.2331432,11,112.6779499,,0.036551847,92.35809228,10,87.86594304,,-0.100323378,1.486064987,0.736135045,1.409278965,,0.140199524,-0.002461546,0.619679016,0.004990408,,,,,,,,,,,
0.011830712,84.75253184,9,80.96192598,,0.013450213,79.07218983,8,74.66500372,,-0.38702059,-0.806760194,-0.039151996,-0.768213585,,-0.330251069,-0.742137508,-0.115845039,-0.750709446,,,,,,,,,,,
0.099629675,92.33718071,10,87.85526896,,0.009810053,99.34535952,8,94.7166543,,1.310522774,-0.302410844,0.348491525,-0.294944835,,-0.404380692,0.386545798,-0.115845039,0.397165645,,,,,,,,,,,
0.067961498,108.3567456,21,102.8772025,,0.091168837,118.6999374,11,112.9247428,,0.698236456,0.76282728,4.612570246,0.736399713,,1.252440991,1.464087655,0.987441043,1.439504337,,,,,,,,,,,
0.007573523,104.0916958,7,99.64601035,,0.055395566,88.48870252,9,84.69344653,,-0.469330935,0.479218226,-0.814439036,0.514559269,,0.523940291,-0.217884969,0.251916989,-0.176622058,,,,,,,,,,,
0.011413526,100.6791586,9,96.16297896,,0.02220928,94.58428911,7,90.61232996,,-0.395086646,0.25229791,-0.039151996,0.275428572,,-0.151878047,0.121479172,-0.483607066,0.162209841,,,,,,,,,,,
0.195787301,103.4128946,15,97.78341973,,0.017312094,94.62520528,9,90.22359345,,3.169676166,0.434080613,2.286709125,0.386681411,,-0.251606233,0.123757128,0.251916989,0.139956264,,,,,,,,,,,
0.107418719,108.3885367,12,102.7418741,,0.028844495,109.0870085,14,103.7631799,,1.461119541,0.764941263,1.123778565,0.727108618,,-0.016755968,0.928899891,2.090727125,0.915042283,,,,,,,,,,,
0.02518612,62.81429224,5,58.78220686,,0.304024124,72.43661489,9,67.67642108,,-0.128801319,-2.265566932,-1.589726076,-2.290982431,,5.587108222,-1.111564823,0.251916989,-1.150777256,,,,,,,,,,,
0.020424224,116.9291697,9,111.6085188,,0.002518792,73.28082298,5,69.39271618,,-0.220869889,1.332859802,-0.039151996,1.335856197,,-0.552862746,-1.064564596,-1.21913112,-1.052526372,,,,,,,,,,,
0.03421031,102.2217262,9,97.51396875,,0.056891452,94.03182518,15,90.26362934,,0.045676298,0.354872595,-0.039151996,0.368182008,,0.554403091,0.090721435,2.458489152,0.142248155,,,,,,,,,,,
0.018198991,76.58258526,8,72.6490349,,0.076250088,100.6824145,8,96.49692905,,-0.263893512,-1.350029542,-0.426795516,-1.338942704,,0.948629828,0.460984657,-0.115845039,0.499079102,,,,,,,,,,,
0.031973773,114.5786954,14,108.5745036,,0.033864941,98.94896436,9,94.57306083,,0.002434118,1.176562496,1.899065605,1.127553116,,0.085482333,0.364476994,0.251916989,0.388945505,,,,,,,,,,,
0.012798188,61.53066802,7,57.17678086,,0.042012452,99.38991062,9,94.40719292,,-0.368314988,-2.3509229,-0.814439036,-2.401204417,,0.251401392,0.389026124,0.251916989,0.379450245,,,,,,,,,,,
0.010923771,77.40839799,9,72.86486933,,0.014046817,79.70568626,5,75.71620857,,-0.404555782,-1.29511624,-0.039151996,-1.324124394,,-0.318101595,-0.706868388,-1.21913112,-0.690532262,,,,,,,,,,,
0.013457152,110.1449383,10,104.6447036,,0.01799622,110.7551537,10,104.6250709,,-0.355574291,0.881735069,0.348491525,0.857749113,,-0.237674427,1.021771784,0.619679016,0.964382022,,,,,,,,,,,
0.050112593,121.1431455,12,115.4691062,,0.03856411,64.27500537,7,60.35167237,,0.353137959,1.613072636,1.123778565,1.600908346,,0.181178024,-1.565952201,-0.483607066,-1.5700892,,,,,,,,,,,
0.060255234,81.20729497,10,77.3327443,,0.00374008,98.90041421,5,93.72741657,,0.549240194,-1.042504517,0.348491525,-1.017378363,,-0.527991965,0.361774025,-1.21913112,0.340535825,,,,,,,,,,,
0.014153312,85.40278338,6,80.95652459,,0.164023095,112.7638434,9,107.50341,,-0.342114431,-0.763521022,-1.202082556,-0.768584422,,2.736073225,1.133603064,0.251916989,1.129155178,,,,,,,,,,,
0.006584895,102.1460534,7,97.20489884,,0.021245086,110.1799144,12,105.1355471,,-0.488445499,0.349840651,-0.814439036,0.346962532,,-0.171513266,0.989746057,1.355203071,0.993604699,,,,,,,,,,,
0.008569079,79.09749054,7,75.05204757,,0.020134294,98.39110794,9,93.72158248,,-0.450082422,-1.182798222,-0.814439036,-1.173961677,,-0.194133863,0.333419037,0.251916989,0.340201847,,,,,,,,,,,
0.019986617,90.73628951,6,86.64856557,,0.037140428,94.37060723,9,89.96693271,,-0.229330773,-0.408863819,-1.202082556,-0.377792157,,0.152185614,0.109582701,0.251916989,0.125263485,,,,,,,,,,,
0.250748582,92.06214824,7,87.69806223,,0.016668447,53.87007572,4,50.52901809,,4.232321494,-0.320699423,-0.814439036,-0.305738007,,-0.264713709,-2.145233614,-1.586893148,-2.132396035,,,,,,,,,,,
0.010381502,89.78974147,11,84.92514777,,0.031951504,92.07605418,4,87.40516371,,-0.415040247,-0.471805545,0.736135045,-0.496114978,,0.046516363,-0.018163663,-1.586893148,-0.021387326,,,,,,,,,,,
0.077389746,111.8445091,10,106.2996958,,0.031088325,70.68352659,7,66.12554005,,0.880526307,0.99474985,0.348491525,0.971374112,,0.028938253,-1.209165816,-0.483607066,-1.23955886,,,,,,,,,,,
0.022695405,103.7214413,11,98.84335248,,0.026524449,102.0922565,11,97.21759007,,-0.176957887,0.454597756,0.736135045,0.459452061,,-0.06400228,0.539475843,0.987441043,0.540334002,,,,,,,,,,,
0.014583991,76.92688741,6,71.70375555,,0.025259765,66.40382541,9,61.86845227,,-0.333787496,-1.327134802,-1.202082556,-1.40384172,,-0.089756793,-1.447432814,0.251916989,-1.483259747,,,,,,,,,,,
0.026304936,88.57447352,10,84.46835474,,0.023316791,70.61776262,7,65.77248784,,-0.107169644,-0.552616089,0.348491525,-0.52747652,,-0.129324266,-1.212827143,-0.483607066,-1.259769657,,,,,,,,,,,
0.023725606,99.93705079,8,96.17287404,,0.013096846,92.4838921,10,88.45991019,,-0.157039533,0.202950656,-0.426795516,0.276107928,,-0.337447171,0.004542201,0.619679016,0.038992601,,,,,,,,,,,
0.172753115,105.930563,11,100.1676707,,0.031256439,91.92209878,7,87.95349145,,2.724323189,0.60149567,0.736135045,0.550374336,,0.032361791,-0.026734937,-0.483607066,0.010002197,,,,,,,,,,,
0.003958887,102.349221,6,97.27196697,,0.040813774,81.63790466,9,77.46136795,,-0.539217881,0.363350498,-1.202082556,0.351567155,,0.22699105,-0.599294551,0.251916989,-0.590629016,,,,,,,,,,,
0.12982895,108.2397915,12,103.0667666,,0.017401074,109.5544569,10,105.4907497,,1.894408701,0.755050292,1.123778565,0.749414409,,-0.24979421,0.954924495,0.619679016,1.013938597,,,,,,,,,,,
0.31766821,117.156869,15,109.3228724,,0.014414407,70.73942621,5,66.80565176,,5.526174708,1.348000911,2.286709125,1.178933059,,-0.31061585,-1.206053675,-1.21913112,-1.200625243,,,,,,,,,,,
0.017972165,101.9805211,6,96.96671969,,0.037080622,110.1561035,12,105.1751318,,-0.268279065,0.338833403,-1.202082556,0.330610125,,0.150967702,0.988420415,1.355203071,0.995870762,,,,,,,,,,,
0.014997165,130.659425,8,121.9285184,,0.026818011,109.8511462,13,105.3061139,,-0.32579901,2.245867833,-0.426795516,2.044385182,,-0.05802407,0.971442299,1.722965098,1.003368952,,,,,,,,,,,
0.023752227,98.74540983,6,93.39154548,,0.007558201,82.96843462,7,77.7640727,,-0.156524831,0.123711214,-1.202082556,0.085153279,,-0.450238276,-0.525218964,-0.483607066,-0.573300406,,,,,,,,,,,
0.007487095,99.31954171,6,94.39318736,,0.017879889,49.45586216,2,46.67045479,,-0.471001972,0.161888729,-1.202082556,0.153921915,,-0.240043437,-2.390989419,-2.322417202,-2.353283023,,,,,,,,,,,
0.015850499,84.78529171,8,80.87881456,,0.017571012,109.1839907,12,104.2762547,,-0.309300279,-0.804581791,-0.426795516,-0.773919675,,-0.246333527,0.934299253,1.355203071,0.944413719,,,,,,,,,,,
0.01002704,62.9531217,4,58.92290989,,0.049189935,81.29090221,11,76.83648548,,-0.42189357,-2.256335319,-1.977369596,-2.281322336,,0.397566426,-0.618613478,0.987441043,-0.626400985,,,,,,,,,,,
0.023450278,91.92752114,7,88.07863744,,0.030284587,61.65390119,6,57.79073878,,-0.162362844,-0.329651596,-0.814439036,-0.279609269,,0.012570622,-1.71187889,-0.851369093,-1.716692188,,,,,,,,,,,
0.025298074,78.43711776,7,74.19847616,,0.007932719,112.5835919,6,107.8123586,,-0.126636752,-1.226710417,-0.814439036,-1.232564401,,-0.442611446,1.123567788,-0.851369093,1.146841224,,,,,,,,,,,
0.030935914,94.40427053,12,89.72437936,,0.022948836,109.9437935,11,104.027681,,-0.0176323,-0.164957493,1.123778565,-0.166619356,,-0.136817443,0.976600322,0.987441043,0.93018389,,,,,,,,,,,
0.03741396,121.295791,13,115.2736578,,0.017002852,67.11994192,6,63.04455985,,0.107617061,1.623222962,1.511422085,1.587489658,,-0.257903757,-1.407563925,-0.851369093,-1.415932392,,,,,,,,,,,
0.023760614,118.9321039,12,112.3013217,,0.027177942,105.60371,11,100.7918842,,-0.156362673,1.466047057,1.123778565,1.383421212,,-0.050694296,0.734971614,0.987441043,0.744947741,,,,,,,,,,,
0.034987428,77.37132127,10,72.96966757,,0.038209648,100.2054662,9,95.10815453,,0.060701436,-1.297581696,0.348491525,-1.316929376,,0.173959623,0.434431159,0.251916989,0.419577434,,,,,,,,,,,
0.046702174,90.82256066,9,85.34872634,,0.015261177,68.13431769,7,63.85140287,,0.287199433,-0.403127127,-0.039151996,-0.467033805,,-0.293371899,-1.351089826,-0.483607066,-1.369743924,,,,,,,,,,,
0.024985185,88.35364024,8,83.82109498,,0.013135866,80.69902913,7,76.32306159,,-0.132686284,-0.567300634,-0.426795516,-0.571914729,,-0.336652552,-0.651565269,-0.483607066,-0.655792406,,,,,,,,,,,
0.055915994,105.793887,11,101.748743,,0.050389343,61.32634375,7,57.52615318,,0.46534344,0.592407253,0.736135045,0.658924297,,0.421991634,-1.730115239,-0.483607066,-1.731838632,,,,,,,,,,,
0.047331599,92.6750189,8,88.70430844,,0.036660884,102.6723099,8,97.84493775,,0.29936901,-0.279945932,-0.426795516,-0.236653256,,0.142419995,0.571769589,-0.115845039,0.576247094,,,,,,,,,,,
0.059198048,95.11090992,9,91.00161453,,0.01341484,98.24027542,6,93.9527033,,0.5288001,-0.11796875,-0.039151996,-0.078929611,,-0.330971418,0.325021626,-0.851369093,0.35343257,,,,,,,,,,,
0.041169724,93.59442136,10,89.20324231,,0.017575023,78.42934818,7,74.39090901,,0.180232637,-0.218809281,0.348491525,-0.202398496,,-0.246251846,-0.77792691,-0.483607066,-0.766400249,,,,,,,,,,,
0.008190184,74.2612474,6,68.77502182,,0.020329394,101.3845943,8,96.88214792,,-0.457408143,-1.504389389,-1.202082556,-1.604916605,,-0.190160771,0.500077637,-0.115845039,0.521131309,,,,,,,,,,,
0.108043403,95.36294247,12,91.01155828,,0.050500932,62.16775743,5,57.707414,,1.473197453,-0.101209575,1.123778565,-0.078246913,,0.424264075,-1.683270588,-1.21913112,-1.721462191,,,,,,,,,,,
0.049022586,63.25756586,7,58.84709675,,0.00640146,99.66257965,4,94.7202975,,0.332063289,-2.236090978,-0.814439036,-2.286527356,,-0.473794596,0.404206631,-1.586893148,0.397374203,,,,,,,,,,,
0.048046722,97.16753096,12,93.00317867,,0.012237313,67.7688009,6,63.07622381,,0.31319551,0.018788469,1.123778565,0.058489601,,-0.354951033,-1.371439515,-0.851369093,-1.414119759,,,,,,,,,,,
0.027435056,103.2421282,13,98.6091094,,0.012586669,97.60374482,9,92.69428378,,-0.085319412,0.422725318,1.511422085,0.443369888,,-0.347836612,0.289583583,0.251916989,0.281393193,,,,,,,,,,,
0.007488919,104.7267874,7,99.47446744,,0.011623569,98.92599957,7,94.21795995,,-0.470966706,0.521449322,-0.814439036,0.502781834,,-0.367449552,0.363198458,-0.483607066,0.36861743,,,,,,,,,,,
0.018743083,99.2293986,7,95.32416015,,0.007659215,121.6933185,9,114.8580095,,-0.253373801,0.155894566,-0.814439036,0.217838701,,-0.448181187,1.630740395,0.251916989,1.550175958,,,,,,,,,,,
0.007457921,77.21339142,6,73.27466896,,0.033653795,113.6617604,10,108.4506306,,-0.471566035,-1.308083411,-1.202082556,-1.295989227,,0.081182474,1.183593467,0.619679016,1.183379689,,,,,,,,,,,
0.024926838,102.0764459,13,97.08105868,,0.057298062,106.0657768,14,101.3242244,,-0.13381439,0.345212025,1.511422085,0.338460172,,0.562683454,0.760696604,2.090727125,0.775422043,,,,,,,,,,,
0.039067021,138.2671492,13,130.5977175,,0.012571717,53.69193014,4,49.55469407,,0.139578062,2.751751602,1.511422085,2.639576953,,-0.3481411,-2.155151645,-1.586893148,-2.188172105,,,,,,,,,,,
0.026289619,96.09439679,10,91.98998835,,0.015815843,59.65390119,4,55.38867049,,-0.107465789,-0.052570737,0.348491525,-0.011071905,,-0.282076466,-1.823226382,-1.586893148,-1.854200785,,,,,,,,,,,
0.075617801,105.5630099,11,100.693348,,0.006066691,115.915981,9,110.2717792,,0.846266751,0.577054833,0.736135045,0.58646519,,-0.480611961,1.309094373,0.251916989,1.287633007,,,,,,,,,,,
0.0388515,107.9005127,14,102.3806542,,0.028902478,117.02535,14,111.1809803,,0.135411085,0.732489585,1.899065605,0.702308736,,-0.015575179,1.370857101,2.090727125,1.339681056,,,,,,,,,,,
0.00385459,102.3879024,9,97.58851536,,0.020210875,108.5124787,9,103.3880096,,-0.541234405,0.365922659,-0.039151996,0.373300074,,-0.192574338,0.896913665,0.251916989,0.893565316,,,,,,,,,,,
0.095670423,103.5386727,11,99.15506782,,0.016889804,97.77241905,7,93.295645,,1.233972872,0.442444363,0.736135045,0.480853162,,-0.26020591,0.298974309,-0.483607066,0.315818667,,,,,,,,,,,
0.004206864,93.49260518,6,88.47463088,,0.017269792,108.0882498,9,103.2743763,,-0.534423386,-0.225579657,-1.202082556,-0.252421978,,-0.252467688,0.873295253,0.251916989,0.887060273,,,,,,,,,,,
0.067693463,108.3110996,11,103.3714432,,0.029189475,102.9077538,9,97.79753278,,0.693054151,0.759792001,0.736135045,0.770332259,,-0.009730662,0.584877633,0.251916989,0.573533353,,,,,,,,,,,
0.034036726,103.7258898,10,98.51631979,,0.003447248,98.95835588,5,94.02503584,,0.042320149,0.454893564,0.348491525,0.436999333,,-0.533955309,0.364999855,-1.21913112,0.357573313,,,,,,,,,,,
0.037969357,103.5392074,7,98.86091025,,0.016819787,91.16227539,6,86.55724898,,0.118355349,0.442479918,-0.814439036,0.460657505,,-0.261631763,-0.069037152,-0.851369093,-0.069926981,,,,,,,,,,,
0.017594728,106.0658158,11,100.8506515,,0.020992369,103.3238969,7,98.79084032,,-0.275576596,0.61048945,0.736135045,0.597265006,,-0.176659693,0.608045878,-0.483607066,0.630396152,,,,,,,,,,,
